,제목,장르,작가,연재 시작일,마지막 연재일,회수,댓글수,추천수,평점
4383,대호귀환,무협,산수화,(2024.04.15.),(2024.04.15.),150,4,좋아요,9.7
4384,대호귀환 [단행본],무협,산수화,(2024.04.15.),(2024.04.15.),6,2,좋아요,10.0
4385,19금,19금,19금,19금,19금,19금,19금,19금,19금
4386,19금,19금,19금,19금,19금,19금,19금,19금,19금
4387,19금,19금,19금,19금,19금,19금,19금,19금,19금
4388,19금,19금,19금,19금,19금,19금,19금,19금,19금
4389,19금,19금,19금,19금,19금,19금,19금,19금,19금
4390,안길 때마다 우는 주제에 [독점],로판,은서예,(2024.03.13.),(2024.04.15.),127,588,2,8.9
4391,두더지 아가씨 이네트,로판,비리디언,(2024.03.01.),(2024.04.15.),113,71,2,9.8
4392,19금,19금,19금,19금,19금,19금,19금,19금,19금
4393,19금,19금,19금,19금,19금,19금,19금,19금,19금
4394,19금,19금,19금,19금,19금,19금,19금,19금,19금
4395,19금,19금,19금,19금,19금,19금,19금,19금,19금
4396,낭떠러지 [독점],로맨스,하루가 너무 길다,(2024.03.20.),(2024.04.15.),76,"1,403",9,9.6
4397,뒤집기부터 무공천재 [단행본],무협,탄마,(2024.04.15.),(2024.04.15.),8,0,좋아요,10.0
4398,19금,19금,19금,19금,19금,19금,19금,19금,19금
4399,악녀는 집으로 돌아가고 싶습니다,로판,김비란,(2024.04.15.),(2024.04.15.),161,0,좋아요,0.0
4400,19금,19금,19금,19금,19금,19금,19금,19금,19금
4401,19금,19금,19금,19금,19금,19금,19금,19금,19금
4402,네 남편 좀 꼬실게 [독점],로맨스,버블방,(2024.03.27.),(2024.04.14.),150,83,2,9.6
4403,정조 데리고 왜란 트립,판타지,구오,(2024.04.03.),(2024.04.14.),211,119,좋아요,8.8
4404,레지스탕스 천마님 [독점],무협,마스터A,(2023.10.03.),(2024.04.14.),200,176,9,9.0
4405,19금,19금,19금,19금,19금,19금,19금,19금,19금
4406,19금,19금,19금,19금,19금,19금,19금,19금,19금
4407,19금,19금,19금,19금,19금,19금,19금,19금,19금
4408,19금,19금,19금,19금,19금,19금,19금,19금,19금
4409,19금,19금,19금,19금,19금,19금,19금,19금,19금
4410,19금,19금,19금,19금,19금,19금,19금,19금,19금
4411,19금,19금,19금,19금,19금,19금,19금,19금,19금
4412,19금,19금,19금,19금,19금,19금,19금,19금,19금
4413,19금,19금,19금,19금,19금,19금,19금,19금,19금
4414,19금,19금,19금,19금,19금,19금,19금,19금,19금
4415,19금,19금,19금,19금,19금,19금,19금,19금,19금
4416,19금,19금,19금,19금,19금,19금,19금,19금,19금
4417,19금,19금,19금,19금,19금,19금,19금,19금,19금
4418,19금,19금,19금,19금,19금,19금,19금,19금,19금
4419,19금,19금,19금,19금,19금,19금,19금,19금,19금
4420,시간 만수르,현판,뜨겔,(2024.01.31.),(2024.04.13.),150,232,3,8.5
4421,19금,19금,19금,19금,19금,19금,19금,19금,19금
4422,19금,19금,19금,19금,19금,19금,19금,19금,19금
4423,19금,19금,19금,19금,19금,19금,19금,19금,19금
4424,19금,19금,19금,19금,19금,19금,19금,19금,19금
4425,19금,19금,19금,19금,19금,19금,19금,19금,19금
4426,19금,19금,19금,19금,19금,19금,19금,19금,19금
4427,19금,19금,19금,19금,19금,19금,19금,19금,19금
4428,19금,19금,19금,19금,19금,19금,19금,19금,19금
4429,최후의 모험가 [독점],판타지,디다트,(2023.08.15.),(2024.04.13.),300,"3,178",27,4.9
4430,19금,19금,19금,19금,19금,19금,19금,19금,19금
4431,19금,19금,19금,19금,19금,19금,19금,19금,19금
4432,1996년 투자의 제왕,현판,자유RO,(2023.06.28.),(2024.04.12.),136,245,4,8.0
4433,무한으로 레벨 업 하는 헌터,현판,화운,(2024.01.19.),(2024.04.12.),176,182,8,8.3
4434,천마님 안마하신다,현판,레빗토끼,(2022.04.14.),(2024.04.12.),309,"2,632",34,9.7
4435,초전도체로 세계재벌,현판,종이노트,(2023.11.23.),(2024.04.12.),250,705,9,8.3
4436,범죄물 작가가 불러온 다정한 계략공 [BL][단행본],BL,아울러,(2024.04.12.),(2024.04.12.),3,0,좋아요,0.0
4437,환생신의,무협,미루하,(2023.12.27.),(2024.04.12.),203,697,2,9.4
4438,대충 찍은 너튜브 영상이 대박나 있었다,현판,앱솔,(2023.12.20.),(2024.04.12.),200,179,7,9.1
4439,19금,19금,19금,19금,19금,19금,19금,19금,19금
4440,19금,19금,19금,19금,19금,19금,19금,19금,19금
4441,19금,19금,19금,19금,19금,19금,19금,19금,19금
4442,"위험해, 너 외전3 [단행본]",로맨스,해엘,(2024.04.12.),(2024.04.12.),1,0,좋아요,0.0
4443,"위험해, 너 [외전 선공개]",로맨스,해엘,(2021.10.01.),(2024.04.12.),74,677,4,7.2
4444,신들린 결혼,로맨스,모카의습도,(2024.04.12.),(2024.04.12.),90,27,1,9.9
4445,톱배우와 재혼,로맨스,빵빵오,(2024.04.12.),(2024.04.12.),81,0,1,10.0
4446,집착 황제와 계략 후궁 [선공개],로맨스,조은조,(2024.04.12.),(2024.04.12.),100,250,7,9.5
4447,덫에 물들다 [선공개],로맨스,심언조,(2024.04.12.),(2024.04.12.),78,13,좋아요,9.4
4448,이 계약 결혼의 끝이 파멸일지라도 [선공개],로판,위글블리,(2024.04.12.),(2024.04.12.),100,13,2,9.2
4449,"사랑, 그 지독한 [선공개]",로맨스,두나리,(2024.04.12.),(2024.04.12.),75,"1,146",2,9.6
4450,19금,19금,19금,19금,19금,19금,19금,19금,19금
4451,게임 속 무한 재능의 흑마법사가 되었다 [단행본],판타지,단근,(2024.04.12.),(2024.04.12.),8,0,좋아요,0.0
4452,종말 속 마법사가 된다는 것은,판타지,에디료,(2024.04.12.),(2024.04.12.),150,0,1,10.0
4453,불순 계약 [선공개],로맨스,천세희,(2024.04.12.),(2024.04.12.),100,213,11,9.8
4454,불온한 밀어 [선공개],로맨스,서정인,(2024.04.12.),(2024.04.12.),73,6,좋아요,9.6
4455,19금,19금,19금,19금,19금,19금,19금,19금,19금
4456,19금,19금,19금,19금,19금,19금,19금,19금,19금
4457,망국의 마지막 황제가 되었다? [단행본],판타지,뿌링틀,(2024.04.12.),(2024.04.12.),17,2,좋아요,0.0
4458,19금,19금,19금,19금,19금,19금,19금,19금,19금
4459,짐꾼이었던 내가 마력이 무한?,판타지,1인5역,(2024.04.12.),(2024.04.12.),206,158,1,8.0
4460,기묘한 미술관 [단행본],현판,경우勁雨,(2024.04.12.),(2024.04.12.),7,0,좋아요,0.0
4461,19금,19금,19금,19금,19금,19금,19금,19금,19금
4462,19금,19금,19금,19금,19금,19금,19금,19금,19금
4463,19금,19금,19금,19금,19금,19금,19금,19금,19금
4464,19금,19금,19금,19금,19금,19금,19금,19금,19금
4465,완벽한 대공의 위장 결혼 [선공개],로판,설유영,(2024.04.12.),(2024.04.12.),121,59,5,8.5
4466,불온한 재회,로맨스,차수인,(2024.04.12.),(2024.04.12.),74,39,좋아요,9.9
4467,"쉿, 그 가이드를 빡치게 하지마! [단행본]",로판,은빛을담은별,(2024.04.12.),(2024.04.12.),6,0,좋아요,0.0
4468,천재작가의 이중생활 [미니노블],현판,긍정호,(2024.04.12.),(2024.04.12.),100,231,16,9.7
4469,19금,19금,19금,19금,19금,19금,19금,19금,19금
4470,환생했는데 걸그룹이 되었다 [단행본],현판,에바트리체,(2024.04.12.),(2024.04.12.),12,0,좋아요,9.8
4471,19금,19금,19금,19금,19금,19금,19금,19금,19금
4472,19금,19금,19금,19금,19금,19금,19금,19금,19금
4473,아포칼립스에 나만 장르가 이상하다? [단행본],판타지,심행,(2024.04.12.),(2024.04.12.),11,1,1,10.0
4474,조선에 게이트가 열렸다 [미니노블],판타지,Takeoff,(2024.04.12.),(2024.04.12.),100,45,8,9.3
4475,19금,19금,19금,19금,19금,19금,19금,19금,19금
4476,19금,19금,19금,19금,19금,19금,19금,19금,19금
4477,19금,19금,19금,19금,19금,19금,19금,19금,19금
4478,19금,19금,19금,19금,19금,19금,19금,19금,19금
4479,19금,19금,19금,19금,19금,19금,19금,19금,19금
4480,19금,19금,19금,19금,19금,19금,19금,19금,19금
4481,19금,19금,19금,19금,19금,19금,19금,19금,19금
4482,19금,19금,19금,19금,19금,19금,19금,19금,19금
4483,환생 무림왕,무협,남운,(2024.03.20.),(2024.04.11.),340,6,좋아요,7.4
4484,캠핑장에서 시작하는 유유자적 무림생활,현판,이서진,(2023.12.08.),(2024.04.11.),202,332,6,8.2
4485,귀신들린 아파트의 주인이 되었다,현판,제스키위,(2023.10.05.),(2024.04.11.),216,"1,178",3,9.4
4486,야장환생,무협,카페人,(2023.12.06.),(2024.04.11.),221,588,7,9.3
4487,마운드의 폭군이 되었다 [단행본],현판,량주,(2024.04.11.),(2024.04.11.),8,0,좋아요,10.0
4488,19금,19금,19금,19금,19금,19금,19금,19금,19금
4489,19금,19금,19금,19금,19금,19금,19금,19금,19금
4490,19금,19금,19금,19금,19금,19금,19금,19금,19금
4491,19금,19금,19금,19금,19금,19금,19금,19금,19금
4492,19금,19금,19금,19금,19금,19금,19금,19금,19금
4493,계단 아래 하녀,로맨스,수지그린,(2024.04.11.),(2024.04.11.),87,37,2,10.0
4494,19금,19금,19금,19금,19금,19금,19금,19금,19금
4495,19금,19금,19금,19금,19금,19금,19금,19금,19금
4496,갑자기 왜 후회하세요? [독점],로판,슈아레,(2024.01.20.),(2024.04.11.),177,387,7,9.8
4497,평행 우주를 구해보겠습니다 [단행본],현판,권씨,(2024.04.11.),(2024.04.11.),4,0,좋아요,10.0
4498,회귀한 무역상의 투자일지 [단행본],현판,풍류태,(2024.04.11.),(2024.04.11.),8,0,좋아요,0.0
4499,19금,19금,19금,19금,19금,19금,19금,19금,19금
4500,19금,19금,19금,19금,19금,19금,19금,19금,19금
4501,19금,19금,19금,19금,19금,19금,19금,19금,19금
4502,19금,19금,19금,19금,19금,19금,19금,19금,19금
4503,19금,19금,19금,19금,19금,19금,19금,19금,19금
4504,하이바라의 청춘 뉴 게임 플러스 [단행본],라이트노벨,아마미야 카즈키,(2024.02.14.),(2024.04.11.),2,2,좋아요,0.0
4505,우리 아빠는 헌터 아카데미 선생님,현판,십일마,(2024.04.11.),(2024.04.11.),175,11,좋아요,9.9
4506,러브 리싸이클,로맨스,단초록,(2024.03.07.),(2024.04.11.),99,0,2,10.0
4507,19금,19금,19금,19금,19금,19금,19금,19금,19금
4508,SSS급이 패시브 되었을 때 [독점],판타지,몽뀨,(2023.08.22.),(2024.04.10.),200,"1,254",14,8.3
4509,논검무적,무협,요비,(2024.01.05.),(2024.04.10.),201,54,4,9.0
4510,열혈 인생,현판,동쪽사람,(2023.07.14.),(2024.04.10.),319,152,3,9.0
4511,19금,19금,19금,19금,19금,19금,19금,19금,19금
4512,19금,19금,19금,19금,19금,19금,19금,19금,19금
4513,여용사의 짐꾼이 되었다 [독점],판타지,선인장사이다,(2023.10.31.),(2024.04.10.),180,110,2,7.6
4514,키스는 복수 후에 [선공개],로맨스,윈터곰,(2024.04.10.),(2024.04.10.),80,11,5,9.6
4515,19금,19금,19금,19금,19금,19금,19금,19금,19금
4516,19금,19금,19금,19금,19금,19금,19금,19금,19금
4517,다정하지 않아서 [독점],로맨스,보라영,(2024.04.10.),(2024.04.10.),68,685,3,9.6
4518,신의 능력을 빌린 자들 [독점],판타지,김공공,(2023.08.29.),(2024.04.10.),243,32,13,8.3
4519,멈출 수 없는 [선공개],로맨스,위영,(2024.04.10.),(2024.04.10.),60,32,1,9.3
4520,신입사원 재벌총수 프로젝트 [단행본],현판,서재현,(2024.04.10.),(2024.04.10.),9,0,좋아요,0.0
4521,19금,19금,19금,19금,19금,19금,19금,19금,19금
4522,19금,19금,19금,19금,19금,19금,19금,19금,19금
4523,19금,19금,19금,19금,19금,19금,19금,19금,19금
4524,장주,로맨스,윈지,(2024.04.10.),(2024.04.10.),412,143,1,9.2
4525,장주 [단행본],로맨스,윈지,(2024.04.10.),(2024.04.10.),14,3,1,7.8
4526,19금,19금,19금,19금,19금,19금,19금,19금,19금
4527,19금,19금,19금,19금,19금,19금,19금,19금,19금
4528,19금,19금,19금,19금,19금,19금,19금,19금,19금
4529,19금,19금,19금,19금,19금,19금,19금,19금,19금
4530,19금,19금,19금,19금,19금,19금,19금,19금,19금
4531,육궁봉화,로맨스,심조실락적애정,(2024.04.10.),(2024.04.10.),797,436,1,9.7
4532,공주명천요등기 [외전포함][단행본],로맨스,춘몽관정,(2024.04.10.),(2024.04.10.),15,0,좋아요,10.0
4533,19금,19금,19금,19금,19금,19금,19금,19금,19금
4534,니들끼리 혁명해라,판타지,감튀이이이,(2023.11.01.),(2024.04.09.),203,870,5,8.9
4535,천마이계환생기,판타지,차연시,(2024.04.09.),(2024.04.09.),236,12,1,3.5
4536,나 혼자 게이트 속 세상을 알고 있다.,판타지,은퇴생활,(2024.04.09.),(2024.04.09.),130,40,좋아요,8.1
4537,절대자의 세계 [독점],현판,까마귀씨,(2023.06.06.),(2024.04.09.),270,258,3,8.7
4538,이번 생에는 물리력 만렙 변호사로 살겠습니다,현판,백은빛별,(2023.11.23.),(2024.04.09.),202,64,2,9.5
4539,전직 절대자는 아카데미 펫 관리자 [독점],현판,말랑부들,(2023.06.06.),(2024.04.09.),238,947,17,9.5
4540,일식이가 간다 [단행본],현판,이후,(2013.12.05.),(2024.04.09.),69,141,71,5.9
4541,나 혼자만 SSS급 약팔이 헌터,판타지,상연,(2023.12.01.),(2024.04.09.),203,840,6,9.3
4542,19금,19금,19금,19금,19금,19금,19금,19금,19금
4543,마왕은 슈퍼스타,현판,수라백,(2024.03.14.),(2024.04.09.),150,55,2,8.4
4544,남편을 잘못 키워 버렸다,로판,다라빛,(2024.04.09.),(2024.04.09.),158,17,좋아요,10.0
4545,19금,19금,19금,19금,19금,19금,19금,19금,19금
4546,19금,19금,19금,19금,19금,19금,19금,19금,19금
4547,19금,19금,19금,19금,19금,19금,19금,19금,19금
4548,"망할세상, 잠수함 탑니다 [단행본]",현판,박침,(2024.04.09.),(2024.04.09.),9,0,1,10.0
4549,미국재벌로 대한독립! [단행본],판타지,염왕,(2024.04.09.),(2024.04.09.),19,0,좋아요,10.0
4550,방구석 강화사 [단행본],현판,동주,(2024.04.09.),(2024.04.09.),9,0,좋아요,0.0
4551,천조클럽 창업자,현판,두경,(2023.12.13.),(2024.04.09.),242,80,5,8.7
4552,19금,19금,19금,19금,19금,19금,19금,19금,19금
4553,19금,19금,19금,19금,19금,19금,19금,19금,19금
4554,19금,19금,19금,19금,19금,19금,19금,19금,19금
4555,19금,19금,19금,19금,19금,19금,19금,19금,19금
4556,19금,19금,19금,19금,19금,19금,19금,19금,19금
4557,반짝반짝 [개정판][외전][단행본],로맨스,박수정,(2024.04.09.),(2024.04.09.),1,0,좋아요,10.0
4558,비누 없이 조선을 바꾼다 [단행본],판타지,불량집사,(2024.04.09.),(2024.04.09.),9,1,좋아요,8.0
4559,반짝반짝 [개정판][단행본],로맨스,박수정,(2024.04.09.),(2024.04.09.),2,0,좋아요,10.0
4560,"천재용병, 방송으로 살아남기 [독점]",판타지,범핀,(2023.07.04.),(2024.04.09.),200,979,11,9.0
4561,대역공녀에게 후회는 필요 없습니다,로판,윤재희,(2024.04.09.),(2024.04.09.),195,7,좋아요,9.9
4562,알고보니 방송 천재,현판,글재주,(2024.04.09.),(2024.04.09.),200,21,1,5.5
4563,사천당가 막내는 천하제일 닌자,무협,글택,(2024.04.09.),(2024.04.09.),264,14,1,9.6
4564,19금,19금,19금,19금,19금,19금,19금,19금,19금
4565,19금,19금,19금,19금,19금,19금,19금,19금,19금
4566,19금,19금,19금,19금,19금,19금,19금,19금,19금
4567,알고보니 방송 천재 [단행본],현판,글재주,(2024.04.09.),(2024.04.09.),8,0,좋아요,0.0
4568,19금,19금,19금,19금,19금,19금,19금,19금,19금
4569,19금,19금,19금,19금,19금,19금,19금,19금,19금
4570,19금,19금,19금,19금,19금,19금,19금,19금,19금
4571,19금,19금,19금,19금,19금,19금,19금,19금,19금
4572,19금,19금,19금,19금,19금,19금,19금,19금,19금
4573,19금,19금,19금,19금,19금,19금,19금,19금,19금
4574,고인물이 랜드마크를 독식함 [독점],판타지,글장장이,(2023.09.19.),(2024.04.09.),200,201,7,8.5
4575,19금,19금,19금,19금,19금,19금,19금,19금,19금
4576,19금,19금,19금,19금,19금,19금,19금,19금,19금
4577,19금,19금,19금,19금,19금,19금,19금,19금,19금
4578,19금,19금,19금,19금,19금,19금,19금,19금,19금
4579,회귀했더니 살릴 사람이 너무 많다 [단행본],로판,백리소,(2024.04.09.),(2024.04.09.),4,0,좋아요,0.0
4580,다시 사는 하오문도 [독점],무협,지인,(2023.11.21.),(2024.04.09.),176,86,2,8.6
4581,또 도망쳐봐!,로맨스,뮤즈아,(2024.04.08.),(2024.04.08.),100,0,2,0.0
4582,전쟁영웅의 은밀한 이중생활 [독점],판타지,연혼문,(2023.03.07.),(2024.04.08.),362,"1,420",14,9.1
4583,우주천마 3077,무협,녹색여우,(2021.12.30.),(2024.04.08.),349,"3,080",41,9.5
4584,한반도 역사를 위대하게,판타지,연군,(2024.04.05.),(2024.04.08.),161,30,2,8.0
4585,나 혼자만 클래스 체인지 [독점],판타지,빠우,(2023.08.15.),(2024.04.08.),209,279,7,8.7
4586,19금,19금,19금,19금,19금,19금,19금,19금,19금
4587,바다에서 돌아온 천재 가수 [단행본],현판,저니환,(2024.04.08.),(2024.04.08.),5,0,좋아요,10.0
4588,스타를 만드는 천재 사진작가 [단행본],현판,유노이아,(2024.04.08.),(2024.04.08.),5,0,좋아요,10.0
4589,연기 천재를 시작당했다 [단행본],현판,윤소후,(2024.04.08.),(2024.04.08.),7,0,좋아요,0.0
4590,사기 직업으로 전직 뉴비,현판,자색,(2023.10.19.),(2024.04.08.),242,29,2,7.3
4591,치팅데이 [단행본],현판,우진,(2024.04.08.),(2024.04.08.),10,0,좋아요,10.0
4592,19금,19금,19금,19금,19금,19금,19금,19금,19금
4593,19금,19금,19금,19금,19금,19금,19금,19금,19금
4594,이번엔 남편을 살리려 합니다 [독점],로판,누오바,(2023.07.12.),(2024.04.08.),217,490,23,9.4
4595,멸망한 세상 다 내꺼! [단행본],판타지,골든아공간,(2024.04.08.),(2024.04.08.),9,3,좋아요,9.0
4596,상태창은 중요한 문제일까[단행본],현판,Writingbot,(2024.04.08.),(2024.04.08.),14,0,좋아요,0.0
4597,악당들에게 키워지는 중입니다 [단행본],로판,자은향,(2024.04.08.),(2024.04.08.),5,0,좋아요,0.0
4598,19금,19금,19금,19금,19금,19금,19금,19금,19금
4599,19금,19금,19금,19금,19금,19금,19금,19금,19금
4600,19금,19금,19금,19금,19금,19금,19금,19금,19금
4601,소문이 끝내주는 짝사랑에 대하여 [BL][단행본],BL,김도라,(2024.04.08.),(2024.04.08.),1,0,좋아요,10.0
4602,SS급 비명헌터 [단행본],판타지,지추,(2024.04.08.),(2024.04.08.),14,0,좋아요,0.0
4603,19금,19금,19금,19금,19금,19금,19금,19금,19금
4604,19금,19금,19금,19금,19금,19금,19금,19금,19금
4605,19금,19금,19금,19금,19금,19금,19금,19금,19금
4606,19금,19금,19금,19금,19금,19금,19금,19금,19금
4607,바다를 향하여 1권 [단행본],로맨스,인드라다,(2024.04.08.),(2024.04.08.),1,0,좋아요,0.0
4608,바다를 향하여 2~3권 [단행본],로맨스,인드라다,(2024.04.08.),(2024.04.08.),2,0,좋아요,0.0
4609,물고기는 물을 모른다 1~3권 [단행본],로판,장단조,(2024.04.08.),(2024.04.08.),3,0,좋아요,0.0
4610,물고기는 물을 모른다 4~5권 [단행본],로판,장단조,(2024.04.08.),(2024.04.08.),2,0,좋아요,0.0
4611,19금,19금,19금,19금,19금,19금,19금,19금,19금
4612,하프 드래곤으로 살아가는 법 [단행본],판타지,청혜,(2024.04.08.),(2024.04.08.),8,0,좋아요,0.0
4613,마신으로 시작하는 법 [단행본],판타지,고건도,(2024.04.08.),(2024.04.08.),8,0,좋아요,0.0
4614,19금,19금,19금,19금,19금,19금,19금,19금,19금
4615,19금,19금,19금,19금,19금,19금,19금,19금,19금
4616,바다를 향하여,로맨스,인드라다,(2024.04.08.),(2024.04.08.),88,0,좋아요,0.0
4617,농사짓는 네크로맨서,판타지,돈트스탑,(2024.04.08.),(2024.04.08.),164,140,1,8.9
4618,19금,19금,19금,19금,19금,19금,19금,19금,19금
4619,"암행어사, 드래곤을 줍다 [단행본]",로판,상큼버터바,(2024.04.08.),(2024.04.08.),4,0,좋아요,0.0
4620,대공가 민폐 영애는 혼자 살고 싶습니다,로판,윤로체,(2024.04.08.),(2024.04.08.),231,262,6,9.1
4621,봄비 [단행본],로맨스,수연,(2024.04.08.),(2024.04.08.),1,0,1,0.0
4622,19금,19금,19금,19금,19금,19금,19금,19금,19금
4623,19금,19금,19금,19금,19금,19금,19금,19금,19금
4624,19금,19금,19금,19금,19금,19금,19금,19금,19금
4625,"암행어사, 드래곤을 줍다",로판,상큼버터바,(2024.04.08.),(2024.04.08.),130,0,좋아요,10.0
4626,19금,19금,19금,19금,19금,19금,19금,19금,19금
4627,19금,19금,19금,19금,19금,19금,19금,19금,19금
4628,19금,19금,19금,19금,19금,19금,19금,19금,19금
4629,19금,19금,19금,19금,19금,19금,19금,19금,19금
4630,19금,19금,19금,19금,19금,19금,19금,19금,19금
4631,19금,19금,19금,19금,19금,19금,19금,19금,19금
4632,신살마제,무협,월이백,(2024.04.08.),(2024.04.08.),175,3,좋아요,8.3
4633,10서클 대마법사의 귀환,판타지,리스타트,(2023.08.17.),(2024.04.08.),308,43,1,5.5
4634,19금,19금,19금,19금,19금,19금,19금,19금,19금
4635,19금,19금,19금,19금,19금,19금,19금,19금,19금
4636,19금,19금,19금,19금,19금,19금,19금,19금,19금
4637,19금,19금,19금,19금,19금,19금,19금,19금,19금
4638,19금,19금,19금,19금,19금,19금,19금,19금,19금
4639,풍현운기 [단행본],무협,풍령인,(2024.04.07.),(2024.04.07.),5,2,좋아요,10.0
4640,중세 기사 가문의 삼남이 되었다,판타지,호방한,(2023.10.17.),(2024.04.06.),289,"2,218",9,8.7
4641,운빨,판타지,ZOD,(2024.04.06.),(2024.04.06.),508,6,1,9.7
4642,운명의 노래,판타지,ZOD,(2024.04.06.),(2024.04.06.),501,136,1,10.0
4643,19금,19금,19금,19금,19금,19금,19금,19금,19금
4644,19금,19금,19금,19금,19금,19금,19금,19금,19금
4645,19금,19금,19금,19금,19금,19금,19금,19금,19금
4646,19금,19금,19금,19금,19금,19금,19금,19금,19금
4647,19금,19금,19금,19금,19금,19금,19금,19금,19금
4648,19금,19금,19금,19금,19금,19금,19금,19금,19금
4649,19금,19금,19금,19금,19금,19금,19금,19금,19금
4650,19금,19금,19금,19금,19금,19금,19금,19금,19금
4651,19금,19금,19금,19금,19금,19금,19금,19금,19금
4652,19금,19금,19금,19금,19금,19금,19금,19금,19금
4653,세상에 나쁜 초월자는 없다,로판,윤달(YounDal),(2024.04.06.),(2024.04.06.),146,27,좋아요,9.4
4654,"천재 배우, 이혼 후 다시 태어나다 [단행본]",현판,마파두부,(2024.04.06.),(2024.04.06.),5,0,좋아요,0.0
4655,악당들의 최애는 나,로판,윤온,(2024.04.06.),(2024.04.06.),166,22,좋아요,9.5
4656,19금,19금,19금,19금,19금,19금,19금,19금,19금
4657,19금,19금,19금,19금,19금,19금,19금,19금,19금
4658,19금,19금,19금,19금,19금,19금,19금,19금,19금
4659,19금,19금,19금,19금,19금,19금,19금,19금,19금
4660,악녀님 빵 구워주세용,로판,연백림,(2024.04.06.),(2024.04.06.),137,17,좋아요,9.9
4661,"입조심하세요, 성녀님!",로판,하이마이디어,(2024.04.06.),(2024.04.06.),173,2,좋아요,7.9
4662,폭군에게 처형당하는 황후가 되었습니다,로판,수비,(2024.04.06.),(2024.04.06.),152,24,1,9.1
4663,죄수들의 천재 제자 [독점],판타지,마늘생강,(2023.07.18.),(2024.04.05.),200,852,20,9.3
4664,갓 오브 레플리카 [독점],현판,쉼표,(2023.09.05.),(2024.04.05.),210,176,8,8.0
4665,최종 병기의 폐급 파일럿 [독점],판타지,혈당이 떨어져,(2023.01.17.),(2024.04.05.),379,510,28,6.1
4666,저기요 환생이 좀 이상합니다 [독점],판타지,시바코기,(2023.04.18.),(2024.04.05.),206,118,4,8.8
4667,재능빨로 FA 천억 포수!,현판,페디아,(2023.03.29.),(2024.04.05.),366,"2,265",20,9.8
4668,집착 시종으로 살아남기,로판,이투,(2024.04.05.),(2024.04.05.),195,47,좋아요,9.8
4669,고품격 망나니 황제 [독점],판타지,나태빌런,(2023.09.19.),(2024.04.05.),181,196,9,8.4
4670,사내 짐승 [선공개],로맨스,김그레이스,(2024.04.05.),(2024.04.05.),83,692,좋아요,9.8
4671,중원깡촌의 영물조련사,무협,악휘S,(2024.04.05.),(2024.04.05.),101,41,1,9.1
4672,19금,19금,19금,19금,19금,19금,19금,19금,19금
4673,검황이 친오빠로 환생했다. [단행본],현판,운좋은놈,(2024.04.05.),(2024.04.05.),5,0,좋아요,0.0
4674,내 잡템 지구에서는 S급 [단행본],현판,소래담,(2024.04.05.),(2024.04.05.),7,1,좋아요,10.0
4675,19금,19금,19금,19금,19금,19금,19금,19금,19금
4676,19금,19금,19금,19금,19금,19금,19금,19금,19금
4677,창가의 헤이즐 [선공개],로판,Ringo,(2024.04.05.),(2024.04.05.),103,20,1,8.1
4678,19금,19금,19금,19금,19금,19금,19금,19금,19금
4679,프레이어즈 35권 [단행본],판타지,김장군,(2024.04.05.),(2024.04.05.),1,0,좋아요,0.0
4680,19금,19금,19금,19금,19금,19금,19금,19금,19금
4681,남주와 친구 하자고 했는데 집착한다,로판,휘날리,(2024.04.05.),(2024.04.05.),99,50,3,9.5
4682,"안아줘요, 선배 [선공개]",로맨스,루케테,(2024.04.05.),(2024.04.05.),70,22,7,9.8
4683,내가 망친 주인공 [BL],BL,퀸에이,(2024.04.05.),(2024.04.05.),121,0,좋아요,0.0
4684,소녀 킬러는 XX를 좋아해!,라이트노벨,블루시드,(2024.04.05.),(2024.04.05.),169,0,2,10.0
4685,내 엉덩이가 너무 귀여워 [단행본],로판,소소한 문곰,(2024.04.05.),(2024.04.05.),4,0,좋아요,0.0
4686,현대에 강림한 정령사는 헌터 아이돌,현판,온가을달,(2024.04.05.),(2024.04.05.),250,10,좋아요,9.9
4687,내가 망친 주인공 [BL][단행본],BL,퀸에이,(2024.04.05.),(2024.04.05.),4,0,좋아요,0.0
4688,19금,19금,19금,19금,19금,19금,19금,19금,19금
4689,19금,19금,19금,19금,19금,19금,19금,19금,19금
4690,천마술사 방송합니다 [시즌1-2][미니노블],현판,선하,(2023.08.18.),(2024.04.05.),200,653,19,9.3
4691,19금,19금,19금,19금,19금,19금,19금,19금,19금
4692,울리고 싶은 [독점],로맨스,빵곰탕,(2024.04.05.),(2024.04.05.),70,19,2,9.5
4693,마부 이야기 [단행본],로판,서포비,(2024.04.05.),(2024.04.05.),2,0,3,10.0
4694,19금,19금,19금,19금,19금,19금,19금,19금,19금
4695,19금,19금,19금,19금,19금,19금,19금,19금,19금
4696,만렙 튜토리얼 통과로 최강 능력 [단행본],판타지,데생,(2024.04.05.),(2024.04.05.),8,0,좋아요,9.0
4697,19금,19금,19금,19금,19금,19금,19금,19금,19금
4698,19금,19금,19금,19금,19금,19금,19금,19금,19금
4699,19금,19금,19금,19금,19금,19금,19금,19금,19금
4700,천 살 연하 황제가 집착한다 [독점],로판,이윤희,(2024.02.09.),(2024.04.05.),185,410,74,9.8
4701,19금,19금,19금,19금,19금,19금,19금,19금,19금
4702,부유섬 농사일지 [미니노블],판타지,지구별사람,(2024.04.05.),(2024.04.05.),100,95,8,9.6
